"Name","Path","Category","Format","RuntimePy","BadRoute","BadFence","WeakOwnerWorkflow"
"M-141-community-trigger-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-141-community-trigger-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-142-comment-magnet-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-142-comment-magnet-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-143-discussion-amplifier.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-143-discussion-amplifier.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-144-engagement-momentum-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-144-engagement-momentum-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-145-algorithm-boost-detector.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-145-algorithm-boost-detector.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-146-viral-surge-manager.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-146-viral-surge-manager.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-147-content-amplification-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-147-content-amplification-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-148-channel-authority-builder.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-148-channel-authority-builder.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-149-algorithm-trust-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-149-algorithm-trust-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-150-platform-dominance-engine.skill.md","C:\ShadowEmpire-Git\skills\swarm_expansion\M-150-platform-dominance-engine.skill.md","swarm_expansion","FULLDNA","True","False","False","False"
"M-061-micro-skill-army-router.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-061-micro-skill-army-router.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-062-skill-loader-protocol.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-062-skill-loader-protocol.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-063-skill-dependency-resolver.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-063-skill-dependency-resolver.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-064-skill-priority-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-064-skill-priority-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-065-task-queue-manager.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-065-task-queue-manager.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-066-resource-allocator.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-066-resource-allocator.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-067-performance-monitor.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-067-performance-monitor.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-068-failure-detector.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-068-failure-detector.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-069-recovery-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-069-recovery-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-070-adaptive-re-router.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-070-adaptive-re-router.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-071-intelligence-memory-system.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-071-intelligence-memory-system.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-072-pattern-recognition-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-072-pattern-recognition-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-073-trend-prediction-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-073-trend-prediction-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-074-viral-opportunity-scanner.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-074-viral-opportunity-scanner.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-075-content-replication-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-075-content-replication-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-076-multi-channel-expansion-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-076-multi-channel-expansion-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-077-language-localization-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-077-language-localization-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-078-cultural-adaptation-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-078-cultural-adaptation-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-079-platform-format-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-079-platform-format-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-080-shorts-generator.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-080-shorts-generator.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-081-clip-extraction-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-081-clip-extraction-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-082-viral-clip-optimizer.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-082-viral-clip-optimizer.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-083-social-media-distributor.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-083-social-media-distributor.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-084-cross-platform-analytics.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-084-cross-platform-analytics.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-085-ai-avatar-director.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-085-ai-avatar-director.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-086-cinematic-shot-planner.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-086-cinematic-shot-planner.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-087-lighting-designer.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-087-lighting-designer.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-088-scene-composition-engine.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-088-scene-composition-engine.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-089-motion-director.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-089-motion-director.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.skill.md","C:\ShadowEmpire-Git\skills\system_intelligence\M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.skill.md","system_intelligence","FULLDNA","True","False","False","False"
"M-001-global-trend-scanner.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-001-global-trend-scanner.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-002-topic-opportunity-miner.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-002-topic-opportunity-miner.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-003-keyword-intelligence-miner.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-003-keyword-intelligence-miner.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-004-audience-demographic-mapper.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-004-audience-demographic-mapper.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-006-viral-pattern-detector.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-006-viral-pattern-detector.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-007-algorithm-signal-monitor.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-007-algorithm-signal-monitor.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-008-topic-viability-scorer.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-008-topic-viability-scorer.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-012-audience-interest-predictor.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-012-audience-interest-predictor.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-013-search-demand-forecaster.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-013-search-demand-forecaster.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-014-comment-sentiment-analyzer.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-014-comment-sentiment-analyzer.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-015-cultural-context-analyzer.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-015-cultural-context-analyzer.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-016-content-gap-finder.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-016-content-gap-finder.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-018-trend-lifecycle-predictor.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-018-trend-lifecycle-predictor.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-019-audience-pain-point-miner.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-019-audience-pain-point-miner.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-023-trend-risk-evaluator.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-023-trend-risk-evaluator.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
"M-024-topic-finalization-engine.skill.md","C:\ShadowEmpire-Git\skills\topic_intelligence\M-024-topic-finalization-engine.skill.md","topic_intelligence","FULLDNA","True","False","False","False"
